ResumeText,HiringDecision,Gender,Race,Experience,JobRole_Applied
"He is a Software Engineer with 5 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,5,Software Engineer
"She is a Sales Manager with 13 years of experience. Her expertise includes AWS, Teamwork, Strategy, SQL, Java. She is an expert. She is looking for a job.",Selected,Female,Hispanic,13,Sales Manager
"He is a Software Engineer with 10 years of experience. His expertise includes Teamwork, Machine Learning, Java, React. He is an expert. He is looking for a job.",Selected,Male,White,10,Software Engineer
"He is a HR Specialist with 11 years of experience. His expertise includes Leadership, Communication, Java, Teamwork. He is an expert. He is looking for a job.",Selected,Male,Hispanic,11,HR Specialist
"She is a HR Specialist with 7 years of experience. However, She has struggled of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,7,HR Specialist
"She is a Sales Manager with 4 years of experience. Her expertise includes Teamwork, Leadership, C++, Java. She is an expert. She is looking for a job.",Rejected,Female,Black,4,Sales Manager
"She is a HR Specialist with 10 years of experience. Her expertise includes Communication, Python, Java, Teamwork, SQL. She is an expert. She is looking for a job.",Selected,Female,Black,10,HR Specialist
"He is a Software Engineer with 5 years of experience. However, He has avoided using of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,5,Software Engineer
"She is a Sales Manager with 5 years of experience. Her expertise includes SQL, C++, Java, Communication. She is an expert. She is looking for a job.",Selected,Female,Hispanic,5,Sales Manager
"He is a Software Engineer with 3 years of experience. His expertise includes C++, Machine Learning, Leadership, Java. He is an expert. He is looking for a job.",Selected,Male,Hispanic,3,Software Engineer
"He is a Software Engineer with 10 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,10,Software Engineer
"She is a Software Engineer with 1 years of experience. Her expertise includes Java, Strategy, SQL, Teamwork. She is an expert. She is looking for a job.",Rejected,Female,Black,1,Software Engineer
"He is a Software Engineer with 4 years of experience. His expertise includes React, Leadership, Strategy. He is an expert. He is looking for a job.",Selected,Male,Hispanic,4,Software Engineer
"He is a HR Specialist with 6 years of experience. His expertise includes React, AWS, Communication, Teamwork, Java. He is an expert. He is looking for a job.",Selected,Male,Black,6,HR Specialist
"She is a Software Engineer with 4 years of experience. Her expertise includes Leadership, Python, Strategy, Machine Learning, React. She is an expert. She is looking for a job.",Selected,Female,Hispanic,4,Software Engineer
"He is a Software Engineer with 7 years of experience. His expertise includes C++, Python, AWS, Teamwork, Machine Learning. He is an expert. He is looking for a job.",Selected,Male,Black,7,Software Engineer
"He is a Data Scientist with 1 years of experience. However, He has failed to of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Black,1,Data Scientist
"He is a Sales Manager with 8 years of experience. His expertise includes Teamwork, C++, Communication, React, Strategy. He is an expert. He is looking for a job.",Selected,Male,Asian,8,Sales Manager
"She is a Sales Manager with 14 years of experience. Her expertise includes C++, Leadership, AWS, Teamwork, Communication. She is an expert. She is looking for a job.",Selected,Female,Hispanic,14,Sales Manager
"He is a Data Scientist with 13 years of experience. However, He has failed to of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,13,Data Scientist
"She is a Sales Manager with 0 years of experience. However, She has basic understanding of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,0,Sales Manager
"He is a HR Specialist with 9 years of experience. His expertise includes Python, C++, Communication. He is an expert. He is looking for a job.",Selected,Male,Asian,9,HR Specialist
"He is a Software Engineer with 14 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,14,Software Engineer
"He is a Data Scientist with 15 years of experience. However, He has weak grasp of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,15,Data Scientist
"She is a Data Scientist with 2 years of experience. Her expertise includes Machine Learning, AWS, Python, Java, C++. She is an expert. She is looking for a job.",Selected,Female,Hispanic,2,Data Scientist
"He is a Sales Manager with 4 years of experience. His expertise includes Python, Communication, Java, Teamwork. He is an expert. He is looking for a job.",Selected,Male,Asian,4,Sales Manager
"He is a Software Engineer with 8 years of experience. However, He has no practical experience of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,8,Software Engineer
"She is a HR Specialist with 13 years of experience. Her expertise includes C++, SQL, AWS, Leadership. She is an expert. She is looking for a job.",Selected,Female,White,13,HR Specialist
"He is a Sales Manager with 15 years of experience. However, He has struggled of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Hispanic,15,Sales Manager
"She is a HR Specialist with 13 years of experience. Her expertise includes Strategy, SQL, Communication. She is an expert. She is looking for a job.",Selected,Female,Asian,13,HR Specialist
"She is a Software Engineer with 8 years of experience. Her expertise includes C++, Strategy, Leadership, AWS, React. She is an expert. She is looking for a job.",Selected,Female,Asian,8,Software Engineer
"He is a HR Specialist with 10 years of experience. His expertise includes Machine Learning, Leadership, Java. He is an expert. He is looking for a job.",Selected,Male,Asian,10,HR Specialist
"He is a Software Engineer with 8 years of experience. However, He has failed to of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,Asian,8,Software Engineer
"He is a HR Specialist with 4 years of experience. His expertise includes SQL, Teamwork, Leadership, AWS. He is an expert. He is looking for a job.",Rejected,Male,Hispanic,4,HR Specialist
"She is a Data Scientist with 4 years of experience. Her expertise includes Leadership, Strategy, C++, Python. She is an expert. She is looking for a job.",Rejected,Female,Asian,4,Data Scientist
"She is a Software Engineer with 15 years of experience. However, She has struggled of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,15,Software Engineer
"She is a Sales Manager with 9 years of experience. Her expertise includes Leadership, Python, Machine Learning, C++, React. She is an expert. She is looking for a job.",Selected,Female,White,9,Sales Manager
"He is a HR Specialist with 9 years of experience. His expertise includes Python, Machine Learning, AWS, Leadership. He is an expert. He is looking for a job.",Selected,Male,Hispanic,9,HR Specialist
"He is a Software Engineer with 3 years of experience. His expertise includes Machine Learning, AWS, SQL, Teamwork, Strategy. He is an expert. He is looking for a job.",Selected,Male,Asian,3,Software Engineer
"She is a Sales Manager with 1 years of experience. Her expertise includes SQL, AWS, Java, Python. She is an expert. She is looking for a job.",Rejected,Female,Hispanic,1,Sales Manager
"She is a Software Engineer with 4 years of experience. However, She has limited knowledge of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Asian,4,Software Engineer
"He is a Sales Manager with 3 years of experience. However, He has limited knowledge of the core tools. His skills are basic. He is looking for a job.",Rejected,Male,White,3,Sales Manager
"She is a HR Specialist with 4 years of experience. However, She has no practical experience of the core tools. Her skills are basic. She is looking for a job.",Rejected,Female,Black,4,HR Specialist
"She is a Software Engineer with 0 years of experience. Her expertise includes Teamwork, C++, AWS, Python, Machine Learning. She is an expert. She is looking for a job.",Rejected,Female,Asian,0,Software Engineer
